episode,robot_pos,target_pos,step
2228,"[114.94652942847834, 62.27226507254561, 42.0]","[115, 52]",198
2229,"[201.60748718565756, 131.82841208695922, 2.0]","[195, 124]",1126
2230,"[641.8793151209296, 271.1578450237345, 110.0]","[651, 267]",382
2231,"[127.8865868429238, 459.75179600359104, 352.0]","[120, 453]",1081
2232,"[211.20326881249872, 138.78911352086618, 86.0]","[218, 131]",660
2233,"[578.6096732883103, 472.04098602222047, 234.0]","[577, 482]",364
2234,"[553.5259655392995, 434.8551354459571, 226.0]","[553, 445]",1150
2235,"[213.35640783595608, 230.80780013594688, 356.0]","[206, 224]",1105
2236,"[624.4825169076299, 146.00835823821626, 156.0]","[634, 150]",495
2237,"[368.99929106489253, 353.52467894750157, 326.0]","[359, 352]",558
2238,"[613.4884299375149, 517.1648132479163, 278.0]","[605, 523]",636
2239,"[107.64773771958215, 345.48916010322665, 14.0]","[102, 337]",492
2240,"[60.780528794588264, 549.3001997498301, 330.0]","[51, 546]",1286
2241,"[86.20312532228863, 319.8175311024293, 16.0]","[81, 311]",1031
2242,"[628.7095435574894, 431.630678444483, 248.0]","[624, 441]",977
2243,"[461.41882192775506, 233.23262810066853, 202.0]","[465, 243]",450
2244,"[517.7162804411494, 456.13112642763986, 186.0]","[524, 464]",592
2245,"[76.88675430615947, 135.2766271848232, 48.0]","[78, 125]",1183
2246,"[277.11980204041316, 230.88830041025022, 16.0]","[272, 222]",613
2247,"[725.4226879073822, 370.9443500271788, 184.0]","[732, 379]",1527
2248,"[440.7309535314276, 270.9994037684419, 90.0]","[448, 264]",604
2249,"[737.0026639499845, 393.86079720986237, 222.0]","[737, 404]",614
2250,"[214.62036210362066, 101.92677164901964, 126.0]","[225, 101]",608
2251,"[680.8703265502222, 177.79444851695305, 174.0]","[689, 184]",1170
2252,"[468.8800887590204, 255.27878130748746, 6.0]","[463, 247]",232
2253,"[227.99531382990318, 232.4062040048151, 164.0]","[237, 237]",309
2254,"[240.8217226852575, 495.9403834906906, 232.0]","[239, 506]",179
2255,"[403.70043254852345, 287.752921256793, 132.0]","[414, 287]",485
2256,"[609.482200156056, 415.9818589861902, 180.0]","[617, 423]",357
2257,"[289.28944150211044, 184.8056340518121, 112.0]","[299, 181]",679
2258,"[500.0951125030124, 519.6358554281791, 278.0]","[492, 526]",874
2259,"[382.8150529309317, 428.92149516541093, 170.0]","[391, 435]",494
2260,"[65.68604269776677, 503.66510483567856, 6.0]","[59, 496]",1366
2261,"[163.00144148264988, 459.7427017491463, 326.0]","[153, 458]",902
2262,"[297.74213131131484, 373.8773773297036, 346.0]","[289, 369]",642
2263,"[466.00394372983, 506.59199559479725, 270.0]","[459, 514]",888
2264,"[82.46860201335097, 363.30848849027234, 334.0]","[73, 360]",934
2265,"[386.0478183306466, 144.13994208245694, 58.0]","[388, 134]",1178
2266,"[404.2007379816163, 69.59196712806757, 120.0]","[414, 67]",1157
2267,"[736.870899045313, 383.35125329872494, 204.0]","[740, 393]",1557
2268,"[488.377652674098, 375.0868384946838, 154.0]","[498, 379]",594
2269,"[402.9465636839493, 473.225648093805, 344.0]","[394, 468]",463
2270,"[138.03727747692025, 78.77637679245377, 28.0]","[135, 69]",671
2271,"[526.6652724377103, 313.4882157181818, 356.0]","[519, 307]",57
2272,"[295.69998423340024, 406.08288673966496, 220.0]","[297, 416]",427
2273,"[593.0627568739468, 351.8731029179054, 138.0]","[603, 353]",610
2274,"[132.0006164405338, 151.96589261774312, 108.0]","[141, 147]",483
2275,"[306.8696976324161, 178.44203661156814, 88.0]","[314, 171]",451
2276,"[666.7703937075883, 221.05197644334453, 156.0]","[676, 225]",909
2277,"[398.74472405030684, 277.01977121012, 44.0]","[399, 267]",973
2278,"[128.606975059567, 136.24788498828906, 46.0]","[129, 126]",1702
2279,"[221.69310654126008, 258.0419932972755, 264.0]","[215, 266]",453
2280,"[235.22327736752075, 445.838901492896, 12.0]","[230, 437]",861
2281,"[484.32851859570115, 274.75461746849436, 164.0]","[493, 280]",907
2282,"[323.2559165643333, 158.00774149930123, 8.0]","[317, 150]",673
2283,"[434.2336554943317, 95.83786658916979, 152.0]","[444, 99]",761
2284,"[61.40473153657484, 518.8026015675719, 348.0]","[53, 513]",819
2285,"[248.32136179353478, 176.92300331795136, 288.0]","[239, 181]",337
2286,"[631.3408471076161, 526.3622507518241, 206.0]","[635, 536]",1166
2287,"[707.3140815996925, 451.01422256984574, 236.0]","[705, 461]",1231
2288,"[701.0333069757693, 349.68332000321317, 180.0]","[708, 357]",1521
2289,"[674.9639880159601, 70.91588573338831, 130.0]","[685, 70]",414
2290,"[554.080473094071, 339.53079227269916, 298.0]","[544, 342]",730
2291,"[565.3493622108913, 113.26996168017374, 184.0]","[572, 121]",925
2292,"[512.7932478408026, 124.74351686715617, 222.0]","[513, 135]",110
2293,"[738.3100167523329, 91.93965079298418, 164.0]","[747, 97]",1741
2294,"[640.3841958685543, 524.2543327117808, 266.0]","[634, 532]",712
2295,"[318.8009748190305, 214.3918030407153, 70.0]","[323, 205]",586
2296,"[453.8050476980585, 87.8713666747265, 82.0]","[460, 80]",344
2297,"[344.7666220293102, 172.8486326193864, 144.0]","[355, 174]",325
2298,"[222.1368772652401, 467.26097103222884, 306.0]","[212, 469]",832
2299,"[250.509616937843, 152.40179713504696, 114.0]","[260, 149]",944
2300,"[241.39215156655757, 239.2821232596638, 34.0]","[240, 229]",1140
2301,"[164.16146852143473, 378.41264884196363, 316.0]","[154, 378]",685
2302,"[231.3093723399795, 411.7539517735378, 350.0]","[223, 406]",650
2303,"[703.6460352865007, 400.6138893578343, 160.0]","[713, 405]",747
2304,"[410.7021921987834, 59.46716426004037, 68.0]","[415, 50]",1199
2305,"[273.03694441212485, 289.38033241088675, 2.0]","[266, 282]",578
2306,"[332.31225608605035, 279.64535600247297, 152.0]","[342, 283]",233
2307,"[342.6053160861061, 365.2178728586782, 138.0]","[353, 366]",356
2308,"[604.3102217035861, 413.2065483042482, 192.0]","[610, 422]",1105
2309,"[267.45711822676867, 502.7761821066441, 82.0]","[274, 495]",56
2310,"[682.9714764004759, 89.92716850687634, 126.0]","[693, 88]",476
2311,"[673.5753197395721, 240.44161791940752, 190.0]","[679, 249]",722
2312,"[149.09271032367462, 513.2193437497074, 8.0]","[151, 503]",5
2313,"[661.3414327849981, 247.32092648884182, 176.0]","[669, 254]",1437
2314,"[607.8946194002352, 126.2937015424067, 134.0]","[618, 126]",980
2315,"[658.180687538032, 428.33276804609, 66.0]","[662, 419]",242
2316,"[266.28389187834387, 289.7640931024815, 120.0]","[276, 287]",341
2317,"[145.20341679809727, 167.5557245560232, 92.0]","[153, 161]",487
2318,"[86.26459768667415, 416.4903305700396, 338.0]","[77, 412]",1398
2319,"[575.3845045162332, 299.46220912156093, 40.0]","[575, 289]",531
2320,"[184.10071021750304, 407.9174928612236, 320.0]","[174, 407]",693
2321,"[559.1936808625038, 416.09786541445004, 306.0]","[549, 417]",356
2322,"[684.0110511086673, 196.26381623337608, 144.0]","[694, 198]",793
2323,"[522.500978735243, 199.99219900158127, 208.0]","[525, 210]",563
2324,"[412.9448880897016, 115.7514420125581, 74.0]","[418, 107]",174
2325,"[538.0722323286665, 504.76835049769096, 230.0]","[537, 515]",488
2326,"[322.8180766258677, 195.38500602056848, 4.0]","[316, 188]",663
2327,"[402.8496314262352, 474.6660064870724, 226.0]","[403, 485]",1036
2328,"[414.68088198866576, 520.6881784807125, 214.0]","[416, 531]",882
2329,"[207.1701019951299, 282.35355967778827, 20.0]","[203, 273]",1143
2330,"[628.2278485240568, 357.6253360506437, 118.0]","[638, 355]",484
2331,"[121.7402467451078, 459.061400660662, 342.0]","[113, 454]",846
2332,"[702.7945560838521, 55.27155553624795, 354.0]","[706, 65]",4
2333,"[379.81944952150985, 265.20156676411835, 40.0]","[379, 255]",643
2334,"[432.47771064320756, 318.6390264263927, 206.0]","[436, 328]",832
2335,"[315.5735251396259, 462.02036708144766, 18.0]","[311, 453]",700
2336,"[470.2738274516017, 257.43802320451954, 102.0]","[479, 252]",656
2337,"[181.9957383863236, 191.10459221685713, 8.0]","[192, 192]",5
2338,"[183.95021809259168, 116.48973580339657, 86.0]","[191, 109]",874
2339,"[471.03102253493506, 262.06886057696914, 80.0]","[477, 254]",667
2340,"[535.4255308249982, 243.46668688643584, 116.0]","[545, 240]",531
2341,"[157.4628956237266, 346.0213368634435, 314.0]","[147, 346]",414
2342,"[707.250655018271, 279.9555848866584, 226.0]","[707, 290]",330
2343,"[496.8900055535807, 75.1884789747897, 330.0]","[487, 72]",174
2344,"[491.6901090613779, 245.03943920298542, 60.0]","[494, 235]",473
2345,"[527.264287042873, 117.59353383005192, 118.0]","[537, 115]",608
2346,"[315.108247263702, 499.1924453731926, 234.0]","[313, 509]",682
2347,"[579.2535654804597, 510.7440928407509, 192.0]","[585, 519]",881
2348,"[497.9400461494796, 472.7277875076933, 302.0]","[488, 475]",466
2349,"[653.4774687677045, 305.21968476919074, 184.0]","[660, 313]",1317
2350,"[361.01455239056094, 340.87961744929083, 324.0]","[351, 339]",473
2351,"[452.34727930354524, 135.93895020328182, 58.0]","[455, 126]",798
2352,"[200.50007335810096, 220.30733459321064, 114.0]","[210, 217]",346
2353,"[290.94141348029126, 488.28609311265336, 322.0]","[281, 487]",960
2354,"[353.18614449431595, 473.6984214131617, 16.0]","[348, 465]",787
2355,"[355.9039015853323, 239.91090123708344, 194.0]","[361, 249]",686
2356,"[360.596697515827, 113.1429372247677, 50.0]","[361, 103]",936
2357,"[630.8997399150339, 212.66360140751087, 190.0]","[637, 221]",682
2358,"[220.3559692737375, 297.5064144148079, 350.0]","[212, 292]",1084
2359,"[190.31158328160822, 126.20281617008588, 40.0]","[189, 116]",535
2360,"[381.9064850670209, 50.82911897613423, 148.0]","[392, 53]",821
2361,"[382.988739667854, 517.0057583180386, 328.0]","[373, 515]",517
2362,"[404.38946381724264, 370.53501885445473, 218.0]","[405, 381]",304
2363,"[562.8221253606954, 331.8311535274807, 134.0]","[573, 332]",290
2364,"[628.4865776155164, 223.88901247139742, 226.0]","[628, 234]",524
2365,"[649.6171849452688, 431.3809931743773, 278.0]","[641, 437]",464
2366,"[547.94159674719, 202.48751831166211, 162.0]","[557, 207]",1264
2367,"[355.52447638018344, 132.37245311489625, 182.0]","[362, 140]",672
2368,"[491.7307235977012, 298.55886355481397, 280.0]","[483, 304]",115
2369,"[631.8033387714925, 447.27228667827626, 142.0]","[642, 449]",410
2370,"[717.2687711581158, 323.0185412198653, 162.0]","[726, 328]",1148
2371,"[515.7348456412623, 90.66558128667359, 134.0]","[526, 90]",502
2372,"[419.9693332490382, 223.1321317208049, 346.0]","[411, 218]",686
2373,"[283.8642895827701, 223.26042363267226, 48.0]","[284, 213]",1061
2374,"[497.87094988719775, 416.3819405286379, 20.0]","[494, 407]",539
2375,"[627.278002175289, 256.814099934828, 26.0]","[624, 247]",340
2376,"[489.43041957286556, 318.1911334862765, 4.0]","[483, 310]",507
2377,"[518.8557198587961, 368.9067374347534, 218.0]","[520, 379]",1206
2378,"[308.5364488766907, 108.83508931970015, 28.0]","[306, 99]",979
2379,"[653.2891511792852, 513.501584863416, 256.0]","[648, 522]",1035
2380,"[581.906655634731, 328.9621678807053, 236.0]","[580, 339]",541
2381,"[436.99515037887164, 536.9220723579033, 320.0]","[427, 536]",493
2382,"[195.76904280893777, 274.70392820533914, 28.0]","[193, 265]",337
2383,"[579.6297302304907, 353.87851593252674, 168.0]","[588, 360]",821
2384,"[322.9547578361757, 115.86830400718026, 62.0]","[326, 106]",1018
2385,"[481.9634314734498, 481.3354920243627, 180.0]","[489, 489]",369
2386,"[416.56223083883134, 357.0940000945073, 202.0]","[420, 367]",602
2387,"[166.49843770843975, 280.0955844601851, 44.0]","[166, 270]",863
2388,"[585.3259422527243, 349.0008959874068, 220.0]","[586, 359]",1231
2389,"[517.7507244671609, 120.96626206147825, 130.0]","[528, 120]",718
2390,"[72.49359878094603, 148.05712240179682, 34.0]","[71, 138]",1692
2391,"[483.5944720073566, 181.27838837710345, 38.0]","[483, 171]",438
2392,"[448.7069035956243, 59.86010770493695, 112.0]","[458, 56]",983
2393,"[580.0677817322078, 235.8853100902559, 172.0]","[588, 242]",879
2394,"[647.7549678882629, 304.7830831701675, 302.0]","[638, 307]",190
2395,"[634.9985613197862, 360.9887526473452, 124.0]","[645, 359]",397
2396,"[737.9976131903333, 195.64761327220035, 190.0]","[744, 204]",1064
2397,"[349.24918400656225, 526.3749745860932, 316.0]","[339, 526]",1065
2398,"[433.9637761384627, 62.10207593586665, 96.0]","[442, 56]",323
2399,"[401.84827582318906, 188.93809067627356, 14.0]","[397, 180]",744
2400,"[490.88092816603864, 197.34135678797043, 24.0]","[487, 188]",597
2401,"[561.6109994858048, 224.23885029478112, 270.0]","[554, 231]",248
2402,"[244.77952855076458, 315.60349014671186, 10.0]","[239, 307]",248
2403,"[500.91916442053054, 336.90511843384905, 186.0]","[507, 345]",808
2404,"[193.568806430137, 73.79955051606566, 56.0]","[196, 64]",755
2405,"[597.1824379055159, 74.42743829040354, 92.0]","[605, 68]",1017
2406,"[170.02229872398425, 519.0293483366055, 220.0]","[171, 529]",71
2407,"[649.6589441085464, 191.58376303966014, 162.0]","[659, 196]",1592
2408,"[510.0161538857953, 447.09111859332586, 318.0]","[500, 447]",480
2409,"[683.9397593596286, 256.12574737614443, 128.0]","[694, 255]",285
2410,"[242.69472657958192, 444.62653042430884, 356.0]","[235, 438]",805
2411,"[467.6024057124693, 143.916518872085, 176.0]","[475, 151]",821
2412,"[248.34803406218361, 407.93260810839445, 220.0]","[249, 418]",553
2413,"[81.7574440972122, 323.63212883916515, 22.0]","[78, 314]",1428
2414,"[166.74776961510563, 407.0058355802941, 14.0]","[162, 398]",1054
2415,"[652.0092208985853, 538.9045293393746, 194.0]","[657, 548]",1074
2416,"[172.3101714046729, 498.94838883536164, 262.0]","[166, 507]",542
2417,"[258.52156225821346, 360.73654058285894, 356.0]","[251, 354]",705
2418,"[704.6316769761347, 136.4977207077965, 158.0]","[714, 141]",766
2419,"[739.5562117346218, 246.67542317048228, 100.0]","[748, 241]",399
2420,"[639.4348896768734, 340.83825303001464, 210.0]","[642, 351]",1034
2421,"[321.3658614718168, 512.8896524269204, 356.0]","[314, 506]",415
2422,"[124.53004205859737, 227.5022296371594, 22.0]","[121, 218]",1486
2423,"[379.7749809081527, 186.296391538551, 66.0]","[384, 177]",728
2424,"[146.040359640725, 391.8963209184091, 30.0]","[143, 382]",502
2425,"[222.3795426603555, 94.99371804583552, 8.0]","[216, 87]",767
2426,"[347.75268917065483, 261.8338838069694, 14.0]","[343, 253]",808
2427,"[355.987922007502, 250.1003360986411, 352.0]","[348, 244]",605
2428,"[724.9593501218886, 356.7622193501852, 186.0]","[731, 365]",1462
2429,"[311.6189042021374, 382.11067802851716, 236.0]","[309, 392]",465
2430,"[648.4562927580804, 280.0974501671009, 174.0]","[656, 287]",1398
2431,"[737.2915776603401, 333.887158189932, 164.0]","[746, 339]",505
2432,"[154.31675168317463, 75.1110839454991, 52.0]","[156, 65]",1503
2433,"[233.57115036851104, 320.5833204703065, 116.0]","[243, 317]",227
2434,"[386.1060843235075, 464.0001602292496, 306.0]","[376, 465]",944
2435,"[429.2734253874787, 391.6542410288463, 276.0]","[421, 398]",251
2436,"[371.827173940944, 162.09007590083678, 100.0]","[380, 156]",755
2437,"[602.8704444090771, 319.02455157396423, 174.0]","[611, 325]",906
2438,"[643.1058658185677, 401.8352585731865, 126.0]","[653, 400]",402
2439,"[119.0756402651905, 322.1283155268379, 326.0]","[109, 320]",332
2440,"[453.05456741089705, 502.59541247642346, 190.0]","[459, 511]",482
2441,"[640.1749285950435, 356.824612544291, 224.0]","[640, 367]",755
2442,"[145.69327301043415, 155.20836966478814, 54.0]","[147, 145]",984
2443,"[413.16557887088544, 278.50696839598123, 26.0]","[410, 269]",280
2444,"[608.3855855052196, 128.72949106043774, 26.0]","[605, 119]",228
2445,"[734.6611197340803, 411.2154545087725, 194.0]","[740, 420]",1380
2446,"[119.62261684646619, 115.91944037648874, 102.0]","[128, 110]",518
2447,"[555.9473465681301, 308.6852266497942, 26.0]","[553, 299]",326
2448,"[277.6318452489318, 201.83835457324363, 158.0]","[287, 206]",520
2449,"[275.6552684275894, 315.73770742664516, 336.0]","[266, 312]",1027
2450,"[520.6901182038926, 501.5767096015486, 198.0]","[525, 511]",1066
2451,"[271.9980357098257, 498.44787709229405, 330.0]","[262, 496]",1038
2452,"[113.0926751337158, 480.81753354487375, 276.0]","[105, 487]",779
2453,"[139.7562354001079, 201.22136889734563, 44.0]","[140, 191]",677
2454,"[689.254341146626, 71.92253787601811, 162.0]","[698, 77]",1434
2455,"[250.0507239245327, 180.94219828244795, 36.0]","[248, 171]",1153
2456,"[642.4698528480513, 160.89371178840577, 114.0]","[652, 157]",678
2457,"[573.1529046955014, 504.13656019284616, 336.0]","[563, 504]",13
2458,"[577.6793878243424, 534.3548225745573, 268.0]","[571, 542]",501
2459,"[170.42004690155693, 212.95985782205577, 28.0]","[168, 203]",1105
2460,"[321.9476440148759, 540.8164595691184, 278.0]","[314, 547]",826
2461,"[725.9046638809219, 179.0034371727548, 190.0]","[732, 187]",626
2462,"[82.13701656938096, 430.2669412533407, 358.0]","[75, 423]",442
2463,"[304.6710158670444, 260.3571467265964, 40.0]","[304, 250]",927
2464,"[385.26103358383443, 378.2547846405574, 318.0]","[375, 378]",370
2465,"[406.9431949515904, 227.56573295609726, 298.0]","[397, 230]",392
2466,"[199.70268770661826, 229.07918614428826, 214.0]","[202, 239]",328
2467,"[78.74779333511505, 137.8488915943358, 62.0]","[82, 128]",1100
2468,"[69.68997737351808, 346.24238675599804, 344.0]","[61, 341]",1049
2469,"[307.08229294293636, 371.0118299335557, 312.0]","[297, 371]",489
2470,"[245.16224925731663, 306.70500961993554, 316.0]","[235, 306]",755
2471,"[685.8415987875123, 58.90686925659454, 142.0]","[696, 60]",1322
2472,"[173.52200891226443, 423.5052825212955, 332.0]","[164, 420]",677
2473,"[656.3530083639342, 307.30478354997183, 208.0]","[659, 317]",225
2474,"[466.0828711020535, 446.55127082644447, 26.0]","[463, 437]",178
2475,"[509.8300102087346, 385.9023426526461, 18.0]","[505, 377]",294
2476,"[85.99350957071643, 150.10533681195284, 36.0]","[84, 140]",1523
2477,"[139.6553208815559, 79.63361943567338, 62.0]","[143, 70]",670
2478,"[235.92937202070485, 225.22157355590932, 42.0]","[236, 215]",682
2479,"[515.3786402784317, 231.35970727069122, 156.0]","[525, 235]",625
2480,"[210.33622179301878, 424.76213835497316, 218.0]","[211, 435]",296
2481,"[247.0180874773357, 277.8344956072423, 316.0]","[237, 278]",165
2482,"[221.0682490020826, 503.04966859413804, 314.0]","[211, 503]",366
2483,"[306.80829987898744, 439.4690218687087, 328.0]","[297, 437]",1157
2484,"[170.3931414774555, 72.19934744010217, 48.0]","[171, 62]",703
2485,"[397.06942943858485, 178.28578996952555, 104.0]","[406, 173]",521
2486,"[86.79949662175991, 364.9997606997335, 14.0]","[82, 356]",472
2487,"[470.22387720076523, 111.42651387065489, 66.0]","[474, 102]",1038
2488,"[465.35832441977857, 255.6029015734951, 112.0]","[475, 252]",677
2489,"[518.3068977696589, 357.9595446123089, 176.0]","[526, 365]",323
2490,"[624.9073616705057, 92.83372269086514, 140.0]","[635, 94]",1301
2491,"[595.7928681976945, 421.79641035471917, 296.0]","[586, 425]",571
2492,"[388.1954253563765, 144.77803866258512, 166.0]","[397, 150]",832
2493,"[84.53354027147914, 106.1062548469359, 30.0]","[82, 96]",708
2494,"[408.7443114594068, 110.69474631681018, 352.0]","[401, 104]",729
2495,"[460.8540050525226, 220.6523513115518, 282.0]","[452, 226]",250
2496,"[409.77606293773204, 225.77143420020204, 198.0]","[414, 235]",334
2497,"[338.66340151473685, 132.890387039695, 62.0]","[342, 123]",338
2498,"[252.17982372996678, 330.18375848111805, 116.0]","[262, 327]",377
2499,"[267.94190962464666, 469.7879231409999, 304.0]","[258, 472]",783
2500,"[663.2506696220398, 427.61108388570614, 192.0]","[669, 436]",1337
2501,"[413.1098577444788, 285.92335604910176, 310.0]","[403, 287]",134
2502,"[597.8074706131332, 85.14876198855812, 138.0]","[608, 86]",94
2503,"[112.95588965128593, 324.0905958210231, 256.0]","[108, 333]",437
2504,"[712.5172214855752, 224.32895854314847, 130.0]","[723, 224]",652
2505,"[374.1243875424782, 429.3529438331042, 266.0]","[367, 437]",590
2506,"[114.50997039712014, 257.83497448817303, 336.0]","[110, 267]",13
2507,"[566.02485019388, 344.3605722508554, 42.0]","[566, 334]",332
2508,"[608.0179418125505, 175.72633193538678, 180.0]","[615, 183]",371
2509,"[374.2951121524672, 231.5878807355101, 16.0]","[369, 223]",729
2510,"[700.0284314310244, 201.8671890940562, 148.0]","[710, 204]",897
2511,"[157.04140598140492, 169.253414471311, 116.0]","[167, 166]",263
2512,"[125.29850020965861, 242.60923831780224, 350.0]","[117, 237]",594
2513,"[156.8557593679005, 299.2290541332052, 342.0]","[148, 294]",706
2514,"[583.7164091559634, 225.4081535664953, 196.0]","[589, 234]",975
2515,"[427.901814747586, 370.9959917596996, 286.0]","[419, 376]",296
2516,"[561.2255646317126, 98.00763818273363, 150.0]","[571, 101]",1246
2517,"[598.5517985165403, 257.0086777644997, 200.0]","[603, 266]",579
2518,"[504.24836754215664, 116.47859830618316, 192.0]","[510, 125]",687
2519,"[125.05870820419636, 535.3505503085771, 318.0]","[115, 535]",740
2520,"[316.81473435020945, 428.7078875008343, 188.0]","[323, 437]",499
2521,"[569.9386713894014, 393.0185081880007, 168.0]","[578, 399]",1103
2522,"[97.5068856469372, 326.4176892774535, 344.0]","[89, 321]",1177
2523,"[583.8526199463166, 463.38882580994186, 282.0]","[575, 469]",700
2524,"[709.9666308622211, 363.81742536070914, 178.0]","[717, 371]",1394
2525,"[239.05611228557888, 72.23175145559381, 70.0]","[243, 63]",1120
2526,"[592.2628656970757, 349.41998491639526, 118.0]","[602, 346]",384
2527,"[735.130933327102, 58.48901209427909, 146.0]","[745, 61]",1448
2528,"[72.39035098849803, 72.23474335418317, 20.0]","[68, 63]",755
2529,"[353.92168276706343, 510.3215010072878, 0.0]","[347, 503]",485
2530,"[506.4129676153484, 146.62202487495045, 102.0]","[515, 141]",890
2531,"[581.0232803186273, 89.28847712501523, 142.0]","[591, 91]",898
2532,"[267.0912253188824, 121.29949411701028, 68.0]","[271, 112]",437
2533,"[416.668175256641, 150.71778627453958, 282.0]","[408, 156]",214
2534,"[742.9651151648014, 386.2802217610508, 208.0]","[746, 396]",659
2535,"[665.10350440869, 397.76323171925816, 172.0]","[673, 404]",1017
2536,"[610.9285061764286, 416.6146503338499, 200.0]","[615, 426]",851
2537,"[608.5542071060264, 89.75007311954047, 116.0]","[618, 86]",339
2538,"[560.1907093199733, 499.20488503504987, 280.0]","[552, 505]",655
2539,"[491.07344222124857, 307.90488916611474, 188.0]","[497, 316]",323
2540,"[603.0351655784359, 100.63723336895268, 170.0]","[611, 107]",1082
2541,"[535.0703295855499, 56.63876448904865, 96.0]","[543, 50]",803
2542,"[537.8532658612081, 282.807335748573, 136.0]","[548, 283]",447
2543,"[539.2982055848541, 403.86049496848636, 150.0]","[549, 407]",500
2544,"[588.8310081681647, 318.8715057683723, 212.0]","[591, 329]",1285
2545,"[286.2154935563834, 312.99318170171256, 214.0]","[288, 323]",356
2546,"[366.53897924359285, 132.2305566453136, 176.0]","[374, 139]",695
2547,"[435.3939703418624, 221.4428997864946, 186.0]","[442, 229]",768
2548,"[159.64432900991113, 264.82958890390773, 330.0]","[150, 262]",422
2549,"[153.3064816951937, 245.8536336849445, 334.0]","[144, 242]",824
2550,"[336.16922598880547, 260.2296223702189, 36.0]","[335, 250]",1065
2551,"[504.57013538888043, 394.883736389918, 178.0]","[512, 402]",554
2552,"[138.57823439298636, 384.82432564438534, 354.0]","[131, 378]",1326
2553,"[116.72677856597416, 233.50543414473512, 302.0]","[107, 236]",516
2554,"[421.9699065270785, 308.9224804785253, 320.0]","[412, 308]",501
2555,"[137.21402934894522, 92.09987493822798, 12.0]","[132, 83]",1321
2556,"[425.8124382604396, 74.06306418605769, 162.0]","[435, 79]",342
2557,"[297.03673436479414, 369.29552556236683, 194.0]","[302, 378]",534
2558,"[98.40037008863402, 394.44153378750855, 340.0]","[89, 390]",1171
2559,"[437.7387462639241, 177.6059797001062, 60.0]","[441, 168]",939
2560,"[481.7170133441034, 508.99008266832135, 188.0]","[488, 517]",681
2561,"[75.9639603704785, 478.24090247490483, 324.0]","[66, 477]",1101
2562,"[594.7272280895564, 528.3930658427257, 268.0]","[588, 536]",1107
2563,"[191.9709687378464, 332.2257731308752, 0.0]","[185, 325]",1127
2564,"[201.4261368386705, 67.66127812975552, 62.0]","[205, 58]",1358
2565,"[715.3711056375827, 258.11189917645675, 104.0]","[724, 253]",157
2566,"[305.5264049497225, 166.33741062576675, 116.0]","[315, 163]",711
2567,"[183.5598296127398, 389.07240478937354, 44.0]","[184, 379]",395
2568,"[444.9224743094999, 375.59579055410455, 324.0]","[435, 374]",841
2569,"[615.2032733796424, 245.52680893675003, 150.0]","[625, 248]",1008
2570,"[128.19865129225775, 62.70370865257749, 86.0]","[135, 55]",812
2571,"[721.7157773620437, 161.97388522975976, 284.0]","[724, 172]",39
2572,"[495.87100186110234, 481.9343715248311, 250.0]","[491, 491]",1074
2573,"[425.2291435765694, 436.1194993317592, 206.0]","[428, 446]",580
2574,"[382.2830736961875, 207.14058202338447, 38.0]","[381, 197]",958
2575,"[160.8878150995715, 200.84275276118169, 32.0]","[159, 191]",855
2576,"[227.78420294918791, 167.25360259640678, 52.0]","[229, 157]",733
2577,"[547.3868923992857, 378.35726154531875, 204.0]","[551, 388]",435
2578,"[281.49458192736824, 102.22518913271907, 110.0]","[291, 98]",930
2579,"[394.7859384328933, 210.20614867263848, 160.0]","[404, 215]",867
2580,"[301.88558652108475, 187.03287328719338, 286.0]","[293, 192]",352
2581,"[446.6202648085113, 63.18267191101087, 72.0]","[451, 54]",1261
2582,"[311.7488176058631, 147.96180751672205, 34.0]","[310, 138]",574
2583,"[595.8582355033977, 447.7393726145535, 260.0]","[590, 456]",107
2584,"[263.97874850763515, 532.6722346678379, 340.0]","[255, 528]",1269
2585,"[100.40187239845265, 544.6948782247534, 312.0]","[90, 545]",769
2586,"[262.7441986874566, 102.87985657467962, 62.0]","[266, 93]",1238
2587,"[512.3079213025588, 152.72467981391975, 84.0]","[519, 145]",613
2588,"[79.31717592741774, 198.32614894662183, 302.0]","[69, 200]",244
2589,"[510.11985978236976, 367.37713134392413, 118.0]","[520, 365]",302
2590,"[233.54132772091384, 86.11997340211161, 52.0]","[235, 76]",785
2591,"[703.2012935192803, 457.0706440999105, 242.0]","[700, 467]",992
2592,"[147.5532509931659, 133.46007888206398, 10.0]","[142, 125]",1404
2593,"[442.49132671204046, 460.96380418418624, 288.0]","[433, 465]",409
2594,"[453.4070821715868, 310.4591425458358, 312.0]","[443, 311]",545
2595,"[259.2461035506499, 108.4163017151003, 118.0]","[269, 106]",794
2596,"[430.60272120272253, 206.04745176456635, 140.0]","[441, 207]",787
2597,"[287.04351177851225, 386.2578655831472, 318.0]","[277, 386]",1004
2598,"[713.5906788571032, 228.5123748749703, 244.0]","[710, 238]",319
2599,"[165.43747758599122, 397.3648362707457, 336.0]","[156, 393]",1249
2600,"[392.1663086286523, 412.128281458604, 318.0]","[382, 411]",1086
2601,"[595.6540762608851, 84.62402730867855, 138.0]","[606, 85]",1332
2602,"[566.5221565326763, 143.25691406641502, 186.0]","[573, 151]",1186
2603,"[83.76516088869765, 531.0064605675514, 264.0]","[77, 539]",169
