episode,robot_pos,target_pos,step
4629,"[594.613563024455, 74.25156947355227, 132.0]","[605, 74]",1295
4630,"[235.85125874346326, 476.7887284466511, 352.0]","[228, 470]",1227
4631,"[170.8433022527241, 309.8665354428824, 26.0]","[168, 300]",346
4632,"[333.01968349127986, 535.2000715889717, 306.0]","[323, 537]",1258
4633,"[574.5981564415329, 151.68954034005029, 198.0]","[579, 161]",744
4634,"[683.2686822518234, 438.7103978272504, 266.0]","[676, 446]",232
4635,"[684.7154731532062, 304.00395033123743, 284.0]","[676, 309]",347
4636,"[680.9102705837687, 504.70952936541994, 200.0]","[685, 514]",1491
4637,"[214.7996986349161, 502.01425973307227, 326.0]","[205, 500]",1092
4638,"[111.60361589779609, 477.5038849003005, 336.0]","[102, 474]",757
4639,"[181.42091481583358, 164.0186439053192, 30.0]","[179, 154]",1122
4640,"[313.62886155795206, 381.1741367882558, 156.0]","[323, 385]",647
4641,"[744.3052744250191, 475.90441900671624, 218.0]","[745, 486]",1276
4642,"[433.3459983284257, 330.17108377876684, 74.0]","[438, 321]",460
4643,"[276.7066708353389, 320.07128463483787, 48.0]","[277, 310]",283
4644,"[443.2619527356323, 428.411690496232, 202.0]","[447, 438]",806
4645,"[420.49428221378196, 247.49209192943792, 14.0]","[415, 239]",756
4646,"[683.9780435406323, 164.57735239152683, 142.0]","[694, 166]",874
4647,"[427.06452362785876, 153.33053049644758, 116.0]","[437, 150]",729
4648,"[210.4083631637973, 412.5029781256558, 340.0]","[201, 408]",1135
4649,"[137.9497056920794, 311.01133209396573, 44.0]","[138, 301]",405
4650,"[589.021886698839, 235.89569342815926, 190.0]","[595, 244]",250
4651,"[636.192670544251, 100.09260282038588, 162.0]","[645, 105]",1322
4652,"[160.80239552550316, 499.5650429366455, 356.0]","[153, 493]",941
4653,"[165.25224129351756, 116.21957963561022, 340.0]","[156, 112]",491
4654,"[521.7538437016128, 355.11779163414406, 192.0]","[527, 364]",1113
4655,"[718.0362907860336, 489.8570242105402, 224.0]","[718, 500]",1387
4656,"[534.920538838639, 225.8909059389806, 172.0]","[543, 232]",1059
4657,"[568.3861846674432, 182.19061203489105, 202.0]","[572, 192]",978
4658,"[590.2684030716964, 348.93382766520983, 302.0]","[580, 351]",406
4659,"[535.3894342224418, 470.10734707571214, 294.0]","[526, 474]",1008
4660,"[602.5610844958752, 477.788621723809, 170.0]","[611, 484]",790
4661,"[213.79394356721406, 437.30979609349293, 268.0]","[207, 445]",373
4662,"[671.9557204770626, 472.7185749471062, 230.0]","[671, 483]",1570
4663,"[631.804919305249, 301.96756273281545, 306.0]","[622, 304]",406
4664,"[299.0359421534472, 84.09966804874549, 58.0]","[301, 74]",184
4665,"[599.9555083533328, 502.928814743798, 234.0]","[598, 513]",1316
4666,"[384.73373364625917, 498.05335479790085, 160.0]","[394, 502]",345
4667,"[701.327194013818, 303.0452863749354, 198.0]","[706, 312]",798
4668,"[607.0167536075757, 254.53547370348232, 172.0]","[615, 261]",245
4669,"[96.01945774719232, 501.7981232943506, 342.0]","[87, 497]",1234
4670,"[682.644287853756, 197.36402329258982, 158.0]","[692, 201]",554
4671,"[467.52300007777063, 406.99929260373113, 200.0]","[472, 416]",857
4672,"[287.2056066175064, 466.6728708604656, 308.0]","[277, 468]",1049
4673,"[291.80815415143053, 308.98764479410664, 226.0]","[291, 319]",648
4674,"[217.0161303934087, 386.15941694795765, 138.0]","[227, 387]",360
4675,"[590.3095539227605, 357.94653811125596, 220.0]","[591, 368]",1349
4676,"[77.30576119808893, 279.2850179180123, 6.0]","[71, 271]",1472
4677,"[523.4165389956528, 473.6370911637093, 156.0]","[533, 477]",359
4678,"[673.0526989371389, 148.54281943962022, 140.0]","[683, 150]",1019
4679,"[574.5404803928864, 370.2505755849619, 40.0]","[574, 360]",523
4680,"[92.37586919837167, 233.58856738317712, 22.0]","[89, 224]",250
4681,"[64.72223516559687, 260.36021155866763, 26.0]","[61, 251]",1360
4682,"[645.8236253176087, 274.6007133812113, 172.0]","[654, 281]",721
4683,"[335.00903152924366, 305.5926339161618, 300.0]","[325, 308]",163
4684,"[630.8605914882108, 98.46014644610105, 170.0]","[639, 105]",900
4685,"[329.9716646478381, 291.4037693204473, 288.0]","[321, 296]",583
4686,"[389.05666898995116, 457.07532593639, 198.0]","[394, 466]",480
4687,"[741.461512285298, 168.04322002761907, 88.0]","[749, 161]",469
4688,"[602.6626774069584, 259.8427137380762, 2.0]","[596, 252]",146
4689,"[412.20781779913807, 233.3025702508401, 166.0]","[421, 239]",884
4690,"[472.9006624218148, 440.09147423675927, 288.0]","[464, 445]",313
4691,"[734.860976013679, 137.2527033544929, 162.0]","[744, 142]",1520
4692,"[98.50953968231018, 67.60913416674293, 336.0]","[89, 64]",185
4693,"[482.1297408333834, 430.12365653411496, 316.0]","[472, 430]",479
4694,"[90.83812860002655, 316.62272552515316, 20.0]","[87, 307]",1425
4695,"[600.404831095479, 526.9868713991023, 230.0]","[599, 537]",1052
4696,"[60.815410372678905, 424.2789327408576, 330.0]","[51, 422]",1192
4697,"[558.9902942431253, 247.53322671935226, 94.0]","[567, 241]",562
4698,"[726.56190749381, 86.94662178089271, 114.0]","[736, 83]",688
4699,"[659.6695604928234, 474.70187665442364, 234.0]","[658, 485]",1118
4700,"[110.9282618421587, 265.3800472941427, 80.0]","[117, 257]",459
4701,"[531.2817874103823, 414.45776138690877, 182.0]","[538, 422]",1074
4702,"[236.91386553503978, 185.1659261421631, 50.0]","[238, 175]",1296
4703,"[646.403451407973, 257.3778276948015, 190.0]","[652, 266]",554
4704,"[363.75692659671245, 69.95990377243214, 54.0]","[365, 60]",1122
4705,"[510.71939944953067, 504.9564635776523, 218.0]","[512, 515]",846
4706,"[376.7432339990444, 296.8280041427256, 58.0]","[379, 287]",534
4707,"[358.7793028156898, 291.3002696253975, 16.0]","[354, 282]",603
4708,"[719.7672139837791, 515.0653066144833, 262.0]","[713, 523]",620
4709,"[304.1792926436152, 515.6709279397505, 320.0]","[294, 515]",175
4710,"[636.2379929276592, 143.8046433971327, 110.0]","[646, 140]",768
4711,"[499.8404664547194, 169.96354918052188, 300.0]","[490, 173]",213
4712,"[328.1008752373192, 457.76511808212354, 200.0]","[332, 467]",335
4713,"[587.8458637477522, 383.44952227190186, 22.0]","[584, 374]",52
4714,"[90.05738532943069, 246.06688129686333, 6.0]","[84, 238]",1274
4715,"[374.059887508277, 436.38826669025855, 354.0]","[366, 430]",754
4716,"[133.03660028725162, 308.97765731397783, 352.0]","[125, 303]",939
4717,"[499.07254289839904, 228.27870685359818, 44.0]","[499, 218]",491
4718,"[509.38518017036586, 474.97888488753983, 228.0]","[509, 485]",641
4719,"[358.3504131055213, 505.92865289632783, 260.0]","[352, 514]",811
4720,"[744.400576897515, 420.4062289632783, 188.0]","[750, 429]",1203
4721,"[733.3629621537406, 368.9169351407661, 176.0]","[741, 376]",927
4722,"[510.09118150213425, 309.9337570939035, 58.0]","[513, 300]",600
4723,"[588.7879705878144, 74.82051556695141, 140.0]","[599, 76]",1423
4724,"[111.72573769245184, 286.0056717561875, 334.0]","[102, 283]",882
4725,"[276.14656924128127, 300.04133426847795, 354.0]","[268, 294]",1128
4726,"[701.9263299331132, 514.7144319220932, 52.0]","[712, 516]",27
4727,"[230.3040756728801, 237.1591467025251, 38.0]","[229, 227]",580
4728,"[316.82149909045654, 175.27740470556986, 344.0]","[308, 170]",295
4729,"[581.4767115423439, 488.9226013411011, 220.0]","[582, 499]",899
4730,"[619.9194753628447, 281.0664298076678, 136.0]","[630, 281]",535
4731,"[633.3860695089941, 491.03934272228275, 264.0]","[627, 499]",909
4732,"[339.3198144609308, 271.6502085733249, 262.0]","[333, 280]",314
4733,"[573.3933851157649, 409.86052773824525, 220.0]","[574, 420]",543
4734,"[620.1537023606602, 502.0809373277427, 174.0]","[628, 509]",518
4735,"[171.92353940688255, 156.30371499460298, 42.0]","[171, 146]",678
4736,"[712.1216609820706, 405.1192006515744, 182.0]","[719, 413]",1356
4737,"[107.01994776405152, 433.5979628397395, 286.0]","[98, 438]",532
4738,"[233.383408744575, 471.10471492086515, 350.0]","[225, 465]",1218
4739,"[423.88746098664757, 448.71351196193683, 0.0]","[417, 441]",403
4740,"[381.26311550057244, 186.08950777557513, 34.0]","[380, 176]",378
4741,"[487.7654619984513, 116.06813279196707, 88.0]","[495, 109]",693
4742,"[107.61555357671246, 68.79619616759084, 32.0]","[105, 59]",1347
4743,"[509.47981926376855, 296.2618036964354, 156.0]","[519, 300]",835
4744,"[576.7674788142455, 437.8507847811946, 220.0]","[578, 448]",1383
4745,"[87.20292300941564, 258.80803027865375, 16.0]","[82, 250]",1141
4746,"[649.493381249298, 155.85675720156985, 74.0]","[655, 147]",712
4747,"[684.7676107133308, 432.4047135216353, 194.0]","[690, 441]",1380
4748,"[300.47263843313885, 299.8957320128142, 334.0]","[291, 296]",1020
4749,"[596.0839601828809, 211.6920560210638, 218.0]","[597, 222]",534
4750,"[495.2603280892893, 89.44981898614975, 80.0]","[501, 81]",217
4751,"[550.9098223354454, 218.2208029301925, 134.0]","[561, 218]",676
4752,"[457.16307718477776, 251.05545877525245, 212.0]","[459, 261]",659
4753,"[533.7024642832847, 78.75282811014957, 182.0]","[541, 86]",752
4754,"[734.7265121620019, 362.0078964374063, 192.0]","[740, 371]",1515
4755,"[377.0675173784723, 356.8363298506537, 316.0]","[367, 357]",765
4756,"[128.26063028586682, 351.05917231486336, 336.0]","[119, 347]",665
4757,"[167.98476704636798, 174.04150832802395, 26.0]","[165, 164]",1010
4758,"[593.0353934240572, 179.7822778832741, 272.0]","[586, 187]",271
4759,"[717.4079551637635, 346.08193658897125, 196.0]","[722, 355]",1107
4760,"[731.594648131787, 113.78746579255056, 176.0]","[739, 121]",959
4761,"[240.98696191130335, 412.97301818807284, 14.0]","[236, 404]",1130
4762,"[718.6575483201859, 481.01775211397785, 128.0]","[720, 491]",65
4763,"[559.8217334794351, 272.72558237972544, 250.0]","[555, 282]",498
4764,"[497.7707313013929, 97.02347667023267, 160.0]","[507, 101]",255
4765,"[609.6983101887879, 423.2254522991475, 212.0]","[612, 433]",265
4766,"[573.4896133498963, 350.6708711026526, 164.0]","[582, 356]",239
4767,"[290.6664971665078, 434.6755819306488, 334.0]","[281, 431]",1042
4768,"[590.1665665026593, 239.02929939496855, 102.0]","[599, 234]",232
4769,"[436.92816382266585, 88.59106038930831, 184.0]","[444, 96]",631
4770,"[582.2567058169558, 314.18037253962973, 48.0]","[583, 304]",361
4771,"[503.9777386803169, 146.2858635690078, 132.0]","[514, 146]",463
4772,"[335.6003104835229, 414.4361645048097, 268.0]","[329, 422]",539
4773,"[679.3199415108721, 229.78666725808714, 222.0]","[680, 240]",408
4774,"[287.3393367393084, 371.84980377096497, 260.0]","[281, 380]",547
4775,"[690.1808012041454, 467.25060475500806, 208.0]","[693, 477]",1471
4776,"[323.8515644047091, 96.17994711333331, 130.0]","[334, 96]",720
4777,"[476.84692211901995, 282.60440667224253, 74.0]","[482, 274]",268
4778,"[134.9884333274431, 322.1613781722267, 350.0]","[127, 316]",952
4779,"[235.20569506295735, 258.80346135645806, 12.0]","[230, 250]",955
4780,"[669.995597863836, 209.67936085279763, 178.0]","[677, 217]",1456
4781,"[442.7944672110023, 384.68334054794923, 218.0]","[444, 395]",850
4782,"[686.6726075085141, 429.9762225894353, 202.0]","[691, 439]",1318
4783,"[172.3929723529234, 494.67337407164206, 338.0]","[163, 491]",1562
4784,"[150.3872832765219, 465.8874438726628, 308.0]","[140, 467]",175
4785,"[522.9631649928693, 172.43533071197135, 88.0]","[530, 165]",695
4786,"[646.4801942492238, 321.70820488161246, 224.0]","[646, 332]",855
4787,"[141.74490662408323, 284.34246968109494, 336.0]","[132, 281]",207
4788,"[345.0249838831985, 175.1038179036795, 8.0]","[339, 167]",489
4789,"[629.4763111376218, 255.6995945725851, 176.0]","[637, 263]",1387
4790,"[675.5662641261554, 252.5937335972494, 164.0]","[684, 258]",625
4791,"[98.22541297000103, 80.4503883576916, 98.0]","[106, 74]",370
4792,"[653.3626648039678, 437.74598260110554, 150.0]","[663, 441]",340
4793,"[319.8374322250759, 83.47473594827372, 70.0]","[324, 74]",882
4794,"[465.9645349123689, 135.26620094660683, 52.0]","[467, 125]",483
4795,"[735.8413636843319, 367.6224017225859, 202.0]","[740, 377]",1584
4796,"[547.6191768060535, 164.49803768089015, 198.0]","[552, 174]",226
4797,"[134.40098981891927, 437.9714071743459, 12.0]","[129, 429]",975
4798,"[517.74378142399, 276.3485606044258, 128.0]","[528, 275]",691
4799,"[513.8952312544653, 402.55000428771604, 134.0]","[524, 403]",454
4800,"[603.545303786214, 177.9923912263481, 156.0]","[613, 182]",919
4801,"[164.24888435712901, 404.4018420200678, 318.0]","[154, 404]",886
4802,"[374.8040177128489, 210.34612044472246, 46.0]","[375, 200]",844
4803,"[456.76002277436237, 443.7090800296182, 8.0]","[451, 435]",429
4804,"[83.54731114414965, 310.54116219802637, 338.0]","[74, 307]",724
4805,"[710.3051576953292, 321.49304453860987, 246.0]","[707, 331]",238
4806,"[346.14681300395085, 218.14369159954904, 286.0]","[337, 223]",378
4807,"[266.2088693516572, 399.7949606797659, 350.0]","[258, 394]",1064
4808,"[680.4986595540674, 131.61405951284488, 112.0]","[690, 128]",671
4809,"[742.7307195159623, 72.10119238212674, 80.0]","[749, 64]",355
4810,"[419.6623543736313, 77.72897779416103, 26.0]","[417, 68]",62
4811,"[181.16017320117874, 521.1357901181564, 348.0]","[173, 515]",1133
4812,"[465.131089425377, 112.26603091002755, 164.0]","[474, 117]",723
4813,"[91.00677364415233, 102.98341276408091, 38.0]","[90, 93]",784
4814,"[348.97435659159265, 310.0709175971213, 80.0]","[355, 302]",419
4815,"[124.98094792151826, 288.8482522682474, 344.0]","[116, 284]",629
4816,"[467.002232532569, 466.69966485417393, 190.0]","[473, 475]",456
4817,"[635.8657175888682, 286.8197248093234, 200.0]","[640, 296]",1299
4818,"[671.6933894081885, 289.0379596687913, 192.0]","[677, 298]",615
4819,"[463.20403800496774, 362.39130810545936, 210.0]","[466, 372]",798
4820,"[467.02949108955727, 175.67175000417942, 178.0]","[474, 183]",966
4821,"[274.620765827423, 274.0644111289484, 330.0]","[265, 271]",540
4822,"[550.7526392029046, 370.4823450579928, 196.0]","[556, 379]",993
4823,"[650.7927410915314, 227.88327384460692, 172.0]","[659, 234]",595
4824,"[110.17905719943147, 319.95264756519936, 26.0]","[107, 310]",1470
4825,"[111.53525085482363, 356.4285448249534, 44.0]","[112, 346]",599
4826,"[678.5426933615972, 354.2483760482398, 182.0]","[685, 362]",992
4827,"[509.33628073918754, 477.55138956764506, 226.0]","[509, 488]",1070
4828,"[624.9010127893774, 264.7148860369465, 72.0]","[630, 256]",377
4829,"[113.7994232570187, 112.74755153104222, 76.0]","[119, 104]",363
4830,"[695.1104555747182, 123.07458723834654, 160.0]","[704, 128]",939
4831,"[671.8658866480291, 409.99776758001315, 218.0]","[673, 420]",1232
4832,"[58.0078421860077, 94.72459851241379, 60.0]","[61, 85]",557
4833,"[726.2868426646439, 446.8247268649262, 224.0]","[726, 457]",329
4834,"[315.5893256179477, 287.9815063531206, 72.0]","[320, 279]",209
4835,"[457.8077978055829, 151.071304702109, 132.0]","[468, 151]",1121
4836,"[53.409202469954835, 127.90781219888848, 32.0]","[51, 118]",1343
4837,"[607.047671948638, 116.23890350734528, 70.0]","[612, 107]",438
4838,"[696.3600105745705, 170.55976690407897, 166.0]","[705, 176]",1372
4839,"[391.13268764149956, 329.37167487353815, 256.0]","[386, 338]",241
4840,"[682.3498919517967, 134.10119281122445, 150.0]","[692, 137]",1358
4841,"[441.1134223026921, 397.1910245261121, 284.0]","[432, 402]",401
4842,"[539.9153842846462, 508.24439869610916, 288.0]","[531, 513]",869
4843,"[71.57180104931398, 479.9238381054781, 268.0]","[64, 487]",445
4844,"[456.4410236763581, 321.09586936476194, 314.0]","[446, 321]",732
4845,"[653.7810151615482, 269.11796654177346, 158.0]","[663, 273]",946
4846,"[279.4631915315752, 364.17989427688553, 338.0]","[270, 360]",1208
4847,"[638.775201685855, 318.55990890462004, 198.0]","[643, 328]",1292
4848,"[503.01347329046894, 211.5251462190002, 244.0]","[499, 221]",111
4849,"[373.8592478535127, 300.3444366015436, 266.0]","[367, 308]",482
4850,"[130.86829910061567, 150.90878699972995, 100.0]","[139, 145]",749
4851,"[552.9218770757149, 76.8438920751863, 148.0]","[563, 79]",759
4852,"[712.1527891082072, 283.8483891702151, 164.0]","[721, 289]",853
4853,"[701.7952883892224, 107.6014432069616, 172.0]","[710, 114]",307
4854,"[96.2237783997948, 239.76548636012328, 28.0]","[93, 230]",717
4855,"[312.3780142031873, 81.99562007624863, 56.0]","[314, 72]",1031
4856,"[309.365728352488, 183.87868676588488, 152.0]","[319, 187]",341
4857,"[546.6771770923334, 91.05731787431878, 168.0]","[555, 97]",1001
4858,"[595.6134078981081, 227.64496238265312, 22.0]","[592, 218]",200
4859,"[196.73849656910744, 455.64406185025194, 248.0]","[192, 465]",453
4860,"[459.74888582319164, 184.12299505861716, 158.0]","[469, 188]",898
4861,"[527.2154713780566, 240.61541276827225, 204.0]","[531, 250]",493
4862,"[609.9931592163914, 360.356397456567, 70.0]","[614, 351]",332
4863,"[583.1380352754238, 127.13671482631104, 150.0]","[593, 130]",1408
4864,"[121.24728527169856, 86.57484830591146, 20.0]","[117, 77]",833
4865,"[422.888442878836, 512.1578763429693, 162.0]","[432, 517]",392
4866,"[227.92139265969502, 132.29491922043886, 6.0]","[222, 124]",808
4867,"[631.5801367035831, 355.1521813961648, 166.0]","[640, 361]",404
4868,"[717.301157741064, 369.0809651785028, 214.0]","[719, 379]",1440
4869,"[562.6245017936449, 441.751984563974, 252.0]","[558, 451]",645
4870,"[439.1925760493514, 74.52704451402062, 150.0]","[449, 77]",642
4871,"[560.7979947516786, 180.10546775691577, 192.0]","[566, 189]",693
4872,"[461.47597169813594, 449.09111711654134, 240.0]","[459, 459]",923
4873,"[535.7920373253421, 212.409030411042, 264.0]","[529, 220]",257
4874,"[53.61728731874191, 184.72078679375682, 28.0]","[51, 175]",1571
4875,"[378.842876063182, 225.9665726912527, 126.0]","[389, 224]",864
4876,"[175.1850188124868, 202.8979734735723, 30.0]","[173, 193]",1152
4877,"[546.2606846967536, 72.04307036309119, 114.0]","[556, 69]",890
4878,"[167.30637563877892, 178.0454698367733, 32.0]","[165, 168]",1287
4879,"[612.1710752068261, 521.5593511198236, 204.0]","[616, 531]",1321
4880,"[568.7715077971704, 258.7513511879518, 22.0]","[565, 249]",222
4881,"[640.8544486398474, 51.57062424058758, 140.0]","[651, 53]",1371
4882,"[643.0936476826382, 537.8155684437944, 190.0]","[649, 546]",598
4883,"[174.96861272339612, 322.52389804734736, 344.0]","[166, 318]",883
4884,"[177.50926203722827, 107.02010115992451, 50.0]","[179, 97]",1334
4885,"[700.4594586073969, 153.30729208499378, 184.0]","[707, 161]",1051
4886,"[481.55422686084165, 542.6121435213234, 166.0]","[489, 550]",84
4887,"[162.99356452504614, 85.2427354890745, 88.0]","[170, 78]",263
4888,"[413.38064891642244, 409.78971355839025, 6.0]","[407, 402]",710
4889,"[337.5827985097934, 117.06400767684222, 72.0]","[342, 108]",751
4890,"[266.09235855601423, 197.11352414346007, 104.0]","[275, 192]",575
4891,"[646.1266751876319, 144.5933491252355, 88.0]","[653, 137]",669
4892,"[740.2293759166408, 523.6743577482224, 228.0]","[740, 534]",337
